"# Weather station Nairobi (airport), Kenya, WMO_ID=63740,selection from 01.01.2016 till 31.12.2016, all days",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Encoding: UTF-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# The data is provided by the website ""Reliable Prognosis"", rp5.ru ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"# If you use the data, please indicate the name of the website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=63740&lang=en,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Local time in Nairobi (airport),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
20.02.2016 21:00,19.3,,,,68,Wind blowing from the east-northeast,5,,,"10%  or less, but not 0", ,,,,26.0,Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.2,,,,,,
20.02.2016 15:00,25.6,,,,47,Wind blowing from the north-east,8,,,60%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,1000-1500,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.4,,,,,,
20.02.2016 09:00,18.1,,,,86,Wind blowing from the east-northeast,6,,,"90  or more, but not 100%", ,,,15.6,,Stratocumulus other than Stratocumulus cumulogenitus.,"90  or more, but not 100%",200-300,,,15.0,15.7,,,,,,
20.02.2016 03:00,17.9,,,,76,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,300-600,,,10.0,13.5,,,,,,
19.02.2016 21:00,19.1,,,,71,Wind blowing from the north-northeast,4,,,"10%  or less, but not 0", ,,,,26.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,13.6,,,,,,
19.02.2016 15:00,25.0,,,,52,Wind blowing from the north-east,6,,,"90  or more, but not 100%", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.",Cirrus spissatus cumulonimbogenitus.,20.0,14.5,,,,,,
19.02.2016 09:00,20.6,,,,75,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,17.1,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",60%.,300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",20.0,16.0,,,,,,
19.02.2016 03:00,19.0,,,,76,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,30.0,14.6,,,,,,
18.02.2016 21:00,23.0,,,,63,Wind blowing from the north-east,4,,,70 – 80%., ,,,,29.0,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",20.0,15.5,,,,,,
18.02.2016 15:00,28.5,,,,42,Wind blowing from the north-east,5,,,50%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,14.5,,,,,,
18.02.2016 09:00,21.3,,,,62,Wind blowing from the north-northeast,4,,,40%., ,,,15.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,13.8,,,,,,
18.02.2016 03:00,17.0,,,,81,Wind blowing from the north,3,,,20–30%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10.0,13.6,,,,,,
17.02.2016 21:00,21.5,,,,58,Wind blowing from the north-northeast,2,,,40%., ,,,,29.5,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.8,,,,,,
17.02.2016 15:00,28.0,,,,38,variable wind direction,2,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.3,,,,,,
17.02.2016 09:00,19.5,,,,71,Wind blowing from the north-east,3,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,14.1,,,,,,
17.02.2016 03:00,16.2,,,,80,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,25.0,12.7,,,,,,
16.02.2016 21:00,18.7,,,,71,Wind blowing from the north-northeast,3,,,no clouds, ,,,,26.5,,,,,,30.0,13.3,,,,,,
16.02.2016 15:00,25.5,,,,44,Wind blowing from the north-east,8,,,"10%  or less, but not 0", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.4,,,,,,
16.02.2016 09:00,18.3,,,,76,Wind blowing from the north-northeast,3,,,"10%  or less, but not 0", ,,,13.4,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25.0,13.9,,,,,,
16.02.2016 03:00,15.2,,,,90,Wind blowing from the north,2,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,13.6,,,,,,
15.02.2016 21:00,19.5,,,,71,Wind blowing from the north-east,4,,,50%., ,,,,27.0,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,14.1,,,,,,
15.02.2016 15:00,26.1,,,,43,Wind blowing from the east-northeast,7,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.6,,,,,,
15.02.2016 09:00,19.5,,,,73,Wind blowing from the north-northeast,2,,,"10%  or less, but not 0", ,,,12.0,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",10.0,14.4,,,,,,
15.02.2016 03:00,15.6,,,,80,Wind blowing from the west-northwest,1,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,12.2,,,,,,
14.02.2016 21:00,20.5,,,,64,Wind blowing from the north-northeast,4,,,70 – 80%., ,,,,28.5,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,,30.0,13.4,,,,,,
14.02.2016 15:00,26.5,,,,42,Wind blowing from the east-northeast,8,,,20–30%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",35.0,12.7,,,,,,
14.02.2016 09:00,20.2,,,,63,Wind blowing from the north-east,4,,,"10%  or less, but not 0", ,,,12.0,,"Cumulus and Stratocumulus other than Stratocumulus cumulogenitus, with bases at different levels.","10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.9,,,,,,
14.02.2016 03:00,16.2,,,,85,Wind blowing from the north,2,,,no clouds, ,,,,,,,,,,20.0,13.7,,,,,,
13.02.2016 21:00,20.3,,,,66,Wind blowing from the north-northeast,4,,,60%., ,,,,28.0,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.7,,,,,,
13.02.2016 15:00,26.8,,,,41,Wind blowing from the east-northeast,8,,,"10%  or less, but not 0", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,12.5,,,,,,
13.02.2016 09:00,20.5,,,,73,Wind blowing from the north-northeast,4,,,20–30%., ,,,15.4,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.5,,,,,,
13.02.2016 03:00,16.5,,,,91,Wind blowing from the north,3,,,no clouds, ,,,,,,,,,,10.0,15.0,,,,,,
12.02.2016 21:00,19.9,,,,76,Wind blowing from the north-northeast,3,,,"10%  or less, but not 0", ,,,,27.0,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.6,,,,,,
12.02.2016 15:00,26.3,,,,51,Wind blowing from the north-east,4,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.4,,,,,,
12.02.2016 09:00,20.6,,,,83,Wind blowing from the north-northeast,3,,,40%.,State of sky on the whole unchanged. ,Fog or ice fog or thick haze.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,15.3,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10.0,17.6,33,24,,,,
12.02.2016 03:00,17.5,,,,96,Wind blowing from the west-northwest,2,,,70 – 80%.,Mist. ,Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,Altocumulus translucidus at a single level.,,10.0,16.9,6,6,,,,
11.02.2016 21:00,17.5,,,,95,Wind blowing from the south-west,4,,,"90  or more, but not 100%","Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,25.7,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10.0,16.7,28,12,,,,
11.02.2016 09:00,17.5,,,,93,Wind blowing from the west-northwest,2,,,"90  or more, but not 100%",Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,16.5,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,Altocumulus translucidus at a single level.,,10.0,16.3,2,24,,,,
11.02.2016 03:00,18.7,,,,92,Wind blowing from the east-northeast,4,,,"90  or more, but not 100%","Drizzle, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20.0,17.4,0.6,6,,,,
10.02.2016 21:00,20.6,,,,86,Wind blowing from the north,3,,,"90  or more, but not 100%", ,,,,27.3,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,25.0,18.1,0.4,12,,,,
10.02.2016 15:00,26.6,,,,51,Wind blowing from the north-east,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",30.0,15.6,,,,,,
10.02.2016 09:00,19.0,,,,85,Wind blowing from the south-southeast,2,,,50%., ,,,14.0,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",15.0,16.4,1,24,,,,
09.02.2016 21:00,17.4,,,,95,Wind blowing from the north,2,,,50%., ,,,,24.9,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",20.0,16.6,1,12,,,,
09.02.2016 15:00,19.9,,,,83,Wind blowing from the east-northeast,3,,,"90  or more, but not 100%","Thunderstorm, but no precipitation at the time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10.0,17.0,1,6,,,,
09.02.2016 09:00,20.0,,,,87,Wind blowing from the south,2,,,"90  or more, but not 100%", ,,,17.5,,Stratocumulus other than Stratocumulus cumulogenitus.,50%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20.0,17.8,3,24,,,,
09.02.2016 03:00,18.4,,,,93,Wind blowing from the west,1,,,"90  or more, but not 100%", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,25.0,17.3,0.6,6,,,,
08.02.2016 21:00,19.0,,,,89,Wind blowing from the north-northeast,2,,,"90  or more, but not 100%", ,,,,27.8,Stratocumulus other than Stratocumulus cumulogenitus.,40%.,600-1000,Altocumulus translucidus at a single level.,,30.0,17.2,3,12,,,,
08.02.2016 15:00,27.2,,,,54,Wind blowing from the west,3,,,60%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",30.0,17.0,Trace of precipitation,6,,,,
08.02.2016 03:00,18.6,,,,92,Wind blowing from the north,2,,,"90  or more, but not 100%","Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,Stratocumulus other than Stratocumulus cumulogenitus.,60%.,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,20.0,17.3,0.4,6,,,,
07.02.2016 21:00,22.0,,,,67,Wind blowing from the north-northeast,3,,,70 – 80%., ,,,,30.5,Stratocumulus other than Stratocumulus cumulogenitus.,70 – 80%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,15.5,,,,,,
07.02.2016 15:00,28.9,,,,39,Wind blowing from the east-northeast,4,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,13.4,,,,,,
07.02.2016 09:00,21.7,,,,57,variable wind direction,1,,,no clouds, ,,,14.7,,,,,,,15.0,12.8,,,,,,
07.02.2016 03:00,17.5,,,,77,Wind blowing from the north-northwest,2,,,"10%  or less, but not 0", ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,"10%  or less, but not 0",300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",20.0,13.4,,,,,,
06.02.2016 21:00,20.0,,,,57,Wind blowing from the north-northeast,4,,,no clouds, ,,,,27.9,,,,,,20.0,11.1,,,,,,
06.02.2016 15:00,27.5,,,,36,Wind blowing from the east-northeast,5,,,"10%  or less, but not 0", ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",30.0,10.9,,,,,,
06.02.2016 09:00,21.0,,,,51,Wind blowing from the north-northeast,3,,,"10%  or less, but not 0", ,,,12.6,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",25.0,10.5,,,,,,
06.02.2016 03:00,15.4,,,,72,Wind blowing from the north-west,3,,,no clouds, ,,,,,,,,,,30.0,10.3,,,,,,
05.02.2016 21:00,19.6,,,,62,Wind blowing from the north-northeast,4,,,no clouds, ,,,,27.6,,,,,,30.0,12.2,,,,,,
05.02.2016 15:00,27.0,,,,32,Wind blowing from the east-northeast,6,,,"10%  or less, but not 0", ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",25.0,8.8,,,,,,
